source,xmlPath,metric,rawMetric,value
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[9]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,4.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[9]/lines_of_code[2],lines_of_code,lines_of_code,24.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[8]/McCabes_cyclomatic_complexity_per_line_of_comment[6],mccabes_cyclomatic_complexity_per_line_of_comment,McCabes_cyclomatic_complexity_per_line_of_comment,18.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[8]/lines_of_code_per_line_of_comment[5],lines_of_code_per_line_of_comment,lines_of_code_per_line_of_comment,125.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[8]/lines_of_comment[4],lines_of_comment,lines_of_comment,1.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[8]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,18.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[8]/lines_of_code[2],lines_of_code,lines_of_code,125.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[7]/lines_of_comment[4],lines_of_comment,lines_of_comment,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[7]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[7]/lines_of_code[2],lines_of_code,lines_of_code,4.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[6]/lines_of_comment[4],lines_of_comment,lines_of_comment,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[6]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[6]/lines_of_code[2],lines_of_code,lines_of_code,4.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[5]/lines_of_comment[4],lines_of_comment,lines_of_comment,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[5]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[5]/lines_of_code[2],lines_of_code,lines_of_code,4.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[4]/lines_of_comment[4],lines_of_comment,lines_of_comment,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[4]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[4]/lines_of_code[2],lines_of_code,lines_of_code,4.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[3]/lines_of_comment[4],lines_of_comment,lines_of_comment,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[3]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[3]/lines_of_code[2],lines_of_code,lines_of_code,4.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[2]/lines_of_comment[4],lines_of_comment,lines_of_comment,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[2]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[2]/lines_of_code[2],lines_of_code,lines_of_code,4.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[1]/lines_of_comment[4],lines_of_comment,lines_of_comment,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[1]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[1]/lines_of_code[2],lines_of_code,lines_of_code,4.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[0]/lines_of_comment[4],lines_of_comment,lines_of_comment,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[0]/McCabes_cyclomatic_complexity[3],mccabes_cyclomatic_complexity,McCabes_cyclomatic_complexity,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/procedural_detail[2]/member_function[0]/lines_of_code[2],lines_of_code,lines_of_code,4.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/module_summary[0]/IF4_concrete[17],if4_concrete,IF4_concrete,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/module_summary[0]/IF4_visible[15],if4_visible,IF4_visible,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/module_summary[0]/IF4[13],if4,IF4,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/module_summary[0]/coupling_between_objects[12],coupling_between_objects,coupling_between_objects,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/module_summary[0]/number_of_children[11],number_of_children,number_of_children,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/module_summary[0]/depth_of_inheritance_tree[10],depth_of_inheritance_tree,depth_of_inheritance_tree,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/module_summary[0]/weighted_methods_per_class_visibility[9],weighted_methods_per_class_visibility,weighted_methods_per_class_visibility,0.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/module_summary[0]/weighted_methods_per_class_unity[8],weighted_methods_per_class_unity,weighted_methods_per_class_unity,29.0
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/module_summary[0]/McCabes_cyclomatic_complexity_per_line_of_comment[7],mccabes_cyclomatic_complexity_per_line_of_comment,McCabes_cyclomatic_complexity_per_line_of_comment,2.936
/home/NETID/kyryllk/497finalprograms/FinalizedReadyForMetrics/ProgrammabilityMetricsOutput/Heat3D/HPX/raw/cccc/anonymous.xml,CCCC_Project/module_summary[0]/lines_of_code_per_line_of_comment[6],lines_of_code_per_line_of_comment,lines_of_code_per_line_of_comment,28.66
